Mes,Fecha,Producto,Profesional,Programa,Conductor,Editado,Tomado,Tipo,Salida Real,Valor Programa,Valor Apoyo,Total
Jun 2026 - Grilla Sheila Programas,15/06/2026,Daozima,Gabriel Lapman,Los profesionales con Flor,Florencia de la V,Lukas,TRUE,NOTA,2026-06-16 09-57-07.mp4,$1.285.200,$120.000,$1.405.200
Jun 2026 - Grilla Sheila Programas,15/06/2026,Satial Food,,Iluminadas,Iliana Calabro,Lukas,TRUE,PNT,pnt 1 _ 15_06.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,15/06/2026,Metasitol R1,Evangelina Cueto,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,15_06_metasitolri_eva_iluminadas.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,15/06/2026,Digecaps,Micaela Olivares,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-16 11-12-26.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,15/06/2026,Creatina HCL,Micaela Olivares,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-16 11-23-29.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,15/06/2026,Serrapep,,Iluminadas,Iliana Calabro,Lukas,TRUE,PNT,2026-06-16 11-21-09.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,16/06/2026,Digecaps,Gabriel Lapman,La mañana de Moria,Moria Casan,Juli,TRUE,NOTA,2026-06-16 10-45-01.mp4,$1.700.000,$120.000,$1.820.000
Jun 2026 - Grilla Sheila Programas,16/06/2026,Metasitol R1,Gabriel Lapman,La Cocina Rebelde,Jimena Monteverde,Lukas,TRUE,NOTA,2026-06-16 16-26-57.mp4,$1.350.000,$120.000,$1.470.000
Jun 2026 - Grilla Sheila Programas,16/06/2026,Telomerina,,SQP,Yanina Latorre,,FALSE,PNT,,$800.000,$0,$800.000
Jun 2026 - Grilla Sheila Programas,16/06/2026,Satial Food,,LAM,Denis Dumas,,FALSE,PNT,,$1.000.000,$0,$1.000.000
Jun 2026 - Grilla Sheila Programas,17/06/2026,Telomerina,Gabriel Lapman,Las mañanas con Andino,Guillermo Andino,Lukas,TRUE,NOTA,2026-06-17 13-59-08.mp4,$250.000,$120.000,$370.000
Jun 2026 - Grilla Sheila Programas,17/06/2026,Menacor,Gabriel Lapman,Lape Club Social,Sergio Lapegüe,Juli,TRUE,NOTA,2026-06-17 13-46-47.mp4,$1.800.000,$120.000,$1.920.000
Jun 2026 - Grilla Sheila Programas,17/06/2026,Menacor,Evangelina Cueto,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-06-18 08-55-01.mp4,$1.000.000,$70.000,$1.070.000
Jun 2026 - Grilla Sheila Programas,17/06/2026,Telomerina,Evangelina Cueto,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-18 10-49-37.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,17/06/2026,Digecaps,,Iluminadas,Iliana Calabro,Cande,TRUE,PNT,2026-06-18 11-34-42.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,18/06/2026,Vitamet,Evangelina Cueto,Desayuno Americano,Pamela David,Lukas,TRUE,NOTA,2026-06-18 10-10-25.mp4,$1.800.000,$70.000,$1.870.000
Jun 2026 - Grilla Sheila Programas,18/06/2026,AMPK Protein,,DDM,Cesar Carozza,,TRUE,PNT,DDM - AMPK 18.06.mp4,$700.000,$0,$700.000
Jun 2026 - Grilla Sheila Programas,18/06/2026,Telomerina,"Delfina Zimerman, Karina Ramírez",Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-18 18-05-16.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,18/06/2026,Digecaps,,Iluminadas,Iliana Calabro,Lukas,TRUE,PNT,2026-06-19 09-15-23.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,18/06/2026,Creatina HCL,Delfina Zimerman,Iluminadas,Iliana Calabro,Juli,TRUE,NOTA,,$0,$100.000,$100.000
Jun 2026 - Grilla Sheila Programas,18/06/2026,AMPK Protein,Delfina Zimerman,Iluminadas,Iliana Calabro,Juli,TRUE,NOTA,,$0,$100.000,$100.000
Jun 2026 - Grilla Sheila Programas,18/06/2026,Serrapep,Karina Ramírez,Iluminadas,Iliana Calabro,Juli,TRUE,NOTA,,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,18/06/2026,Satial Food,,Iluminadas,Iliana Calabro,Juli,TRUE,PNT,2026-06-19 09-19-58.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,18/06/2026,Goodskin,,SQP,Yanina Latorre,,TRUE,PNT,SQP - GOODSKIN 18.06.mp4,$800.000,$0,$800.000
Jun 2026 - Grilla Sheila Programas,19/06/2026,Telomerina,Gabriel Lapman,TL 9 al Amanecer,,Lukas,TRUE,NOTA,2026-06-19 10-01-35.mp4,$771.120,$120.000,$891.120
Jun 2026 - Grilla Sheila Programas,19/06/2026,Menacor,Gabriel Lapman,Desayuno Americano,Pamela David,Lukas,TRUE,NOTA,2026-06-19 09-52-21.mp4,$1.800.000,$120.000,$1.920.000
Jun 2026 - Grilla Sheila Programas,19/06/2026,Capskrill,,Que mañana!,Julián Weich,Juli,TRUE,NOTA,2026-06-19 11-02-57.mp4,$1.071.000,$0,$1.071.000
Jun 2026 - Grilla Sheila Programas,19/06/2026,Daozima,Delfina Zimerman,Lape Club Social,Sergio Lapegüe,Lukas,TRUE,NOTA,2026-06-19 11-10-59.mp4,$1.800.000,$100.000,$1.900.000
Jun 2026 - Grilla Sheila Programas,19/06/2026,Creatina HCL,,TL 9 al Mediodia,,Lukas,TRUE,NOTA,2026-06-19 13-57-55.mp4,$1.568.700,$0,$1.568.700
Jun 2026 - Grilla Sheila Programas,19/06/2026,Metasitol R1,Gabriel Lapman,Mediodía bien arriba,Carlos Monti,Lukas,TRUE,NOTA,2026-06-19 13-55-07.mp4,$250.000,$120.000,$370.000
Jun 2026 - Grilla Sheila Programas,19/06/2026,Goodskin,Karina Ramírez,Los profesionales con Flor,Florencia de la V,Lukas,TRUE,NOTA,2026-06-19 16-46-42.mp4,$1.285.200,$70.000,$1.355.200
Jun 2026 - Grilla Sheila Programas,19/06/2026,Serrapep,,Iluminadas,Iliana Calabro,Lukas,TRUE,PNT,2026-06-22 10-44-27.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,19/06/2026,Goodskin,Karina Ramírez,Iluminadas,Iliana Calabro,Cande,TRUE,NOTA,2026-06-19 18-06-37.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,19/06/2026,Daozima,Micaela Olivares,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-22 10-47-32.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,19/06/2026,Menacor,"Micaela Olivares, Karina Ramírez",Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-22 10-54-16.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,22/06/2026,Serrapep,Gabriel Lapman,Lape Club Social,Sergio Lapegüe,Lukas,TRUE,NOTA,2026-06-22 11-04-28.mp4,$1.800.000,$120.000,$1.920.000
Jun 2026 - Grilla Sheila Programas,22/06/2026,Serrapep,Gabriel Lapman,Todo Cocinado,Rocío Marengo,Juli,TRUE,NOTA,2026-06-23 09-18-27.mp4,$1.000.000,$120.000,$1.120.000
Jun 2026 - Grilla Sheila Programas,22/06/2026,Serrapep,,Iluminadas,Iliana Calabro,Cande,TRUE,PNT,2026-06-23 09-59-21 serrapep.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,22/06/2026,Menacor,"Micaela Olivares, Mercedes Fiuza",Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-23 09-30-20 menacor.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,22/06/2026,Floragut,Micaela Olivares,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-23 09-42-30 floragut mica.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,22/06/2026,Floragut,Mercedes Fiuza,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-23 09-53-49 floragut.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,22/06/2026,Metasitol,Mercedes Fiuza,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-23 09-56-48 metasitol.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,22/06/2026,Satial Food,,Iluminadas,Iliana Calabro,Cande,TRUE,PNT,2026-06-23 10-01-27.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,23/06/2026,Metasitol,Micaela Olivares,Desayuno Americano,Pamela David,Juli,TRUE,NOTA,2026-06-25 16-13-52.mp4,$1.800.000,$70.000,$1.870.000
Jun 2026 - Grilla Sheila Programas,23/06/2026,Daozima,Gabriel Lapman,La mañana de Moria,Moria Casan,Lukas,TRUE,NOTA,2026-06-23 14-17-01.mp4,$1.700.000,$120.000,$1.820.000
Jun 2026 - Grilla Sheila Programas,23/06/2026,Metasitol R1,Micaela Olivares,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-24 10-01-17.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,23/06/2026,Telomerina,,Iluminadas,Iliana Calabro,Cande,TRUE,PNT,2026-06-24 10-08-14.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,23/06/2026,Satial Food,,Iluminadas,Iliana Calabro,Cande,TRUE,PNT,2026-06-24 09-57-36.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,23/06/2026,Goodskin,,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-24 10-17-10.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,24/06/2026,Menacor,Gabriel Lapman,Las mañanas con Andino,Guillermo Andino,Lukas,TRUE,NOTA,2026-06-24 11-56-12.mp4,$250.000,$120.000,$370.000
Jun 2026 - Grilla Sheila Programas,24/06/2026,Metasitol R1,Micaela Olivares,Lape Club Social,Sergio Lapegüe,Lukas,TRUE,NOTA,2026-06-24 12-04-19.mp4,$1.800.000,$70.000,$1.870.000
Jun 2026 - Grilla Sheila Programas,24/06/2026,Goodskin,,DDM,Mariana Fabbiani,,FALSE,PNT,,$700.000,$0,$700.000
Jun 2026 - Grilla Sheila Programas,24/06/2026,Daozima,Evangelina Cueto,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-06-25 09-20-32.mp4,$1.000.000,$70.000,$1.070.000
Jun 2026 - Grilla Sheila Programas,24/06/2026,Telomerina,,Iluminadas,Iliana Calabro,Cande,TRUE,PNT,2026-06-25 09-30-37.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,24/06/2026,Goodskin,Andrea Purita,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-25 09-35-04.mp4,$0,$170.000,$170.000
Jun 2026 - Grilla Sheila Programas,24/06/2026,Serrapep,,Iluminadas,Iliana Calabro,Cande,TRUE,PNT,2026-06-25 09-43-47.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,24/06/2026,Sele200,Evangelina Cueto,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-25 09-48-00.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,24/06/2026,Satial Food,Andrea Purita,Iluminadas,Iliana Calabro,Lukas,TRUE,NOTA,2026-06-25 09-56-15.mp4,$0,$170.000,$170.000
Jun 2026 - Grilla Sheila Programas,24/06/2026,Telomerina,,SQP,Yanina Latorre,,FALSE,PNT,,$800.000,$0,$800.000
Jun 2026 - Grilla Sheila Programas,25/06/2026,Vitamet,Gabriel Lapman,Desayuno Americano,Pamela David,Juli,TRUE,NOTA,2026-06-25 10-09-17.mp4,$1.800.000,$120.000,$1.920.000
Jun 2026 - Grilla Sheila Programas,25/06/2026,Goodskin,Andrea Purita,Con Carmen,Carmen Barbieri,Lukas,TRUE,NOTA,2026-06-25 17-08-08.mp4,$1.178.100,$170.000,$1.348.100
Jun 2026 - Grilla Sheila Programas,25/06/2026,Vitamet,Delfina Zimerman,La Cocina Rebelde,Jimena Monteverde,Lukas,TRUE,NOTA,2026-06-25 16-22-24.mp4,$1.350.000,$100.000,$1.450.000
Jun 2026 - Grilla Sheila Programas,25/06/2026,Satial Food,Andrea Purita,Los profesionales con Flor,Florencia de la V,Juli,TRUE,NOTA,2026-06-25 16-45-28.mp4,$1.285.200,$170.000,$1.455.200
Jun 2026 - Grilla Sheila Programas,25/06/2026,Metasitol R1,Andrea Purita,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-06-26 13-41-24.mp4,$1.000.000,$170.000,$1.170.000
Jun 2026 - Grilla Sheila Programas,25/06/2026,Serrapep,,Iluminadas,Iliana Calabro,Cande,TRUE,PNT,2026-06-26 12-15-38.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,25/06/2026,Creatina HCL,Karina Ramírez,Iluminadas,Iliana Calabro,,TRUE,NOTA,2026-06-26 12-21-42.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,25/06/2026,Capskrill,Evangelina Cueto,Iluminadas,Iliana Calabro,,TRUE,NOTA,2026-06-26 12-29-06.mp4,$0,$70.000,$70.000
Jun 2026 - Grilla Sheila Programas,25/06/2026,Satial Food,,Iluminadas,Iliana Calabro,Cande,TRUE,PNT,2026-06-26 12-36-42.mp4,$0,$0,$0
Jun 2026 - Grilla Sheila Programas,25/06/2026,AMPK Protein,Andrea Purita,Iluminadas,Iliana Calabro,,TRUE,NOTA,2026-06-26 12-38-22.mp4,$0,$170.000,$170.000
Jun 2026 - Grilla Sheila Programas,26/06/2026,Telomerina,Gabriel Lapman,TL 9 al Amanecer,,Juli,TRUE,NOTA,2026-06-26 11-53-05.mp4,$771.120,$120.000,$891.120
Jun 2026 - Grilla Sheila Programas,26/06/2026,Creatina HCL,Karina Ramírez,Desayuno Americano,Pamela David,,TRUE,NOTA,2026-06-26 12-00-58.mp4,$1.800.000,$70.000,$1.870.000
Jun 2026 - Grilla Sheila Programas,26/06/2026,Daozima,Gabriel Lapman,Que mañana!,Julián Weich,,TRUE,NOTA,2026-06-26 11-46-47.mp4,$1.071.000,$120.000,$1.191.000
Jun 2026 - Grilla Sheila Programas,26/06/2026,Vitamet,Delfina Zimerman,Lape Club Social,Sergio Lapegüe,,TRUE,NOTA,2026-06-26 12-07-42.mp4,$1.800.000,$100.000,$1.900.000
Jun 2026 - Grilla Sheila Programas,26/06/2026,Metasitol R1,Gabriel Lapman,TL 9 al Mediodia,,,TRUE,NOTA,2026-06-26 13-35-06.mp4,$1.568.700,$120.000,$1.688.700
Jun 2026 - Grilla Sheila Programas,26/06/2026,Satial Food,,SQP,Yanina Latorre,,FALSE,PNT,,$800.000,$0,$800.000
Jun 2026 - Grilla Sheila Programas,27/06/2026,Metasitol R1,Gabriel Lapman,Implacables,Susana Roccasalvo,,TRUE,NOTA,NO VEO QUE ESTE LA SALIDA: Implacables Completo 27/06 - El Nueve - YouTube,$749.700,$120.000,$869.700
Jun 2026 - Grilla Sheila Programas,29/06/2026,Vitamet,Gabriel Lapman,Las mañanas con Andino,Guillermo Andino,,TRUE,NOTA,2026-06-29 12-12-05.mp4,$250.000,$120.000,$370.000
Jun 2026 - Grilla Sheila Programas,29/06/2026,Creatina HCL,Gabriel Lapman,Lape Club Social,Sergio Lapegüe,,TRUE,NOTA,2026-06-29 12-19-51.mp4,$1.800.000,$120.000,$1.920.000
Jun 2026 - Grilla Sheila Programas,29/06/2026,Menacor,,Con Carmen,Carmen Barbieri,,TRUE,NOTA,,$1.178.100,$0,$1.178.100
Jun 2026 - Grilla Sheila Programas,29/06/2026,Daozima,,Los profesionales con Flor,Florencia de la V,,TRUE,NOTA,,$1.285.200,$0,$1.285.200
Jun 2026 - Grilla Sheila Programas,29/06/2026,Goodskin,,DDM,Mariana Fabbiani,,FALSE,,,$700.000,$0,$700.000
Jun 2026 - Grilla Sheila Programas,29/06/2026,Telomerina,,Todo Cocinado,Rocío Marengo,,TRUE,NOTA,,$1.000.000,$0,$1.000.000
Jun 2026 - Grilla Sheila Programas,29/06/2026,Goodskin,,SQP,Yanina Latorre,,FALSE,,,$800.000,$0,$800.000
Jun 2026 - Grilla Sheila Programas,30/06/2026,Satial Food,,LAM,Yanina Latorre,,FALSE,PNT,,$1.000.000,$0,$1.000.000
May 2026 - Grilla Sheila Programas,04/05/2026,Satial Food,Angel de Brito,LAM,Denis Dumas,Juli,TRUE,PNT,LAM - SATIAL 04 05 .mp4,$1.000.000,$0,$1.000.000
May 2026 - Grilla Sheila Programas,04/05/2026,Activament,Gabriel Lapman,Las mañanas con Andino,Guillermo Andino,Lukas,TRUE,NOTA,Screenrecorder-2026-05-04-11-43-23-630.mp4,$250.000,$120.000,$370.000
May 2026 - Grilla Sheila Programas,04/05/2026,Serrapep,Gabriel Lapman,Con Carmen,Carmen Barbieri,Lukas,TRUE,NOTA,Screenrecorder-2026-05-04-14-56-46-95.mp4,$1.178.100,$120.000,$1.298.100
May 2026 - Grilla Sheila Programas,04/05/2026,Capskrill,Gabriel Lapman,Los profesionales con Flor,Florencia de la V,Lukas,TRUE,NOTA,Screenrecorder-2026-05-04-17-01-27-179.mp4,$1.285.200,$120.000,$1.405.200
May 2026 - Grilla Sheila Programas,04/05/2026,Floragut,Gabriel Lapman,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,Screenrecorder-2026-05-05-09-21-41-113.mp4,$1.000.000,$120.000,$1.120.000
May 2026 - Grilla Sheila Programas,04/05/2026,Goodskin,Luisa Albinoni,DDM,Mariana Fabbiani,Juli,TRUE,PNT,DDM - GOODSKIN 04 05 .mp4,$700.000,$0,$700.000
